index,file,sample_id,instrument,analysis,purity,mineral_type,formula,sample_location,group,mineral
0,c:\2020\ecospeclib\mineral.phosphate.none.coarse.vswir.p-3a.jpl.perkin.spectrum.txt, p-3a,Perk,FALSE,z, none,"(li,na)al(po_4)(f,oh)", jpl,amblygonite,amblygonite
1,c:\2020\ecospeclib\mineral.phosphate.none.fine.vswir.p-3a.jpl.perkin.spectrum.txt, p-3a,Perk,FALSE,z, none,"(li,na)al(po_4)(f,oh)", jpl,amblygonite,amblygonite
2,c:\2020\ecospeclib\mineral.phosphate.none.medium.vswir.p-3a.jpl.perkin.spectrum.txt, p-3a,Perk,FALSE,z, none,"(li,na)al(po_4)(f,oh)", jpl,amblygonite,amblygonite
3,c:\2020\ecospeclib\mineral.phosphate.none.coarse.vswir.p-2a.jpl.perkin.spectrum.txt, p-2a,Perk,FALSE,z, none,lialpo_4(oh), jpl,amblygonite,montebrasite
4,c:\2020\ecospeclib\mineral.phosphate.none.medium.vswir.p-2a.jpl.perkin.spectrum.txt, p-2a,Perk,FALSE,z, none,lialpo_4(oh), jpl,amblygonite,montebrasite
5,c:\2020\ecospeclib\mineral.silicate.inosilicate.coarse.vswir.in-4a.jpl.perkin.spectrum.txt, in-4a,Perk,FALSE,z, inosilicate,"ca_2(mg,fe^2+)_5si_8o_22(oh)_2", jpl,amphibole,actinolite
6,c:\2020\ecospeclib\mineral.silicate.inosilicate.medium.vswir.in-4a.jpl.perkin.spectrum.txt, in-4a,Perk,FALSE,z, inosilicate,"ca_2(mg,fe^2+)_5si_8o_22(oh)_2", jpl,amphibole,actinolite
7,Actinolite_HS116.2B_ASDFRb_AREF.txt," hs116.1b, hs116.2b, hs116.3b, hs116.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
8,Actinolite_HS116.3B_ASDFRb_AREF.txt," hs116.1b, hs116.2b, hs116.3b, hs116.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
9,Actinolite_HS116.4B_ASDFRb_AREF.txt," hs116.1b, hs116.2b, hs116.3b, hs116.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
10,Actinolite_HS22.1B_ASDFRb_AREF.txt," hs22.1b, hs22.2b, hs22.3b, hs22.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
11,Actinolite_HS22.2B_ASDFRb_AREF.txt," hs22.1b, hs22.2b, hs22.3b, hs22.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
12,Actinolite_HS22.3B_ASDFRb_AREF.txt," hs22.1b, hs22.2b, hs22.3b, hs22.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
13,Actinolite_HS22.4B_ASDFRb_AREF.txt," hs22.1b, hs22.2b, hs22.3b, hs22.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
14,Actinolite_HS315.1B_ASDFRb_AREF.txt," hs315.1b, hs315.2b, hs315.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
15,Actinolite_HS315.2B_ASDFRb_AREF.txt," hs315.1b, hs315.2b, hs315.4b",ASDFR,TRUE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2", usgs denver spectroscopy laboratory,amphibole,actinolite
16,c:\2020\ecospeclib\mineral.silicate.inosilicate.coarse.vswir.in-8a.jpl.perkin.spectrum.txt, in-8a,Perk,FALSE,z, inosilicate,"(mg,fe^2+)_7si_8o_22(oh)_2", jpl,amphibole,anthophyllite
17,c:\2020\ecospeclib\mineral.silicate.inosilicate.medium.vswir.in-8a.jpl.perkin.spectrum.txt, in-8a,Perk,FALSE,z, inosilicate,"(mg,fe^2+)_7si_8o_22(oh)_2", jpl,amphibole,anthophyllite
18,c:\2020\ecospeclib\mineral.silicate.inosilicate.coarse.vswir.in-3a.jpl.perkin.spectrum.txt, in-3a,Perk,FALSE,z, inosilicate,"na_2(mg,fe^2+)_3al_2si_8o_22(oh)_2", jpl,amphibole,glaucophane
19,c:\2020\ecospeclib\mineral.silicate.inosilicate.medium.vswir.in-3a.jpl.perkin.spectrum.txt, in-3a,Perk,FALSE,z, inosilicate,"na_2(mg,fe^2+)_3al_2si_8o_22(oh)_2", jpl,amphibole,glaucophane
20,Hornblende_HS16.3B_ASDFRb_AREF.txt," hs16.2b, hs16.3b, hs16.4b, hs16.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe+2)4Al(Si7Al)O22(OH,F)2", usgs denver spectroscopy laboratory,amphibole,hornblende
21,Hornblende_HS16.4B_ASDFRb_AREF.txt," hs16.2b, hs16.3b, hs16.4b, hs16.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe+2)4Al(Si7Al)O22(OH,F)2", usgs denver spectroscopy laboratory,amphibole,hornblende
22,c:\2020\ecospeclib\mineral.silicate.inosilicate.coarse.vswir.in-7a.jpl.perkin.spectrum.txt, in-7a,Perk,FALSE,z, inosilicate,"na_2(fe^2+,mg)_3,fe_2^3+si_8o_22(oh)_2", jpl,amphibole,riebeckite
23,c:\2020\ecospeclib\mineral.silicate.inosilicate.medium.vswir.in-7a.jpl.perkin.spectrum.txt, in-7a,Perk,FALSE,z, inosilicate,"na_2(fe^2+,mg)_3,fe_2^3+si_8o_22(oh)_2", jpl,amphibole,riebeckite
24,Smaragdite_HS290.1B_Amphibol_ASDFRb_AREF.txt," hs290.1b, hs290.2b, hs290.3b, hs290.4b, hs290.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2  (see sample description)", usgs denver spectroscopy laboratory,amphibole,smaragdite
25,Smaragdite_HS290.2B_Amphibol_ASDFRb_AREF.txt," hs290.1b, hs290.2b, hs290.3b, hs290.4b, hs290.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2  (see sample description)", usgs denver spectroscopy laboratory,amphibole,smaragdite
26,Smaragdite_HS290.3B_Amphibol_ASDFRb_AREF.txt," hs290.1b, hs290.2b, hs290.3b, hs290.4b, hs290.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2  (see sample description)", usgs denver spectroscopy laboratory,amphibole,smaragdite
27,Smaragdite_HS290.4B_Amphibol_ASDFRb_AREF.txt," hs290.1b, hs290.2b, hs290.3b, hs290.4b, hs290.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe+2)5Si8O22(OH)2  (see sample description)", usgs denver spectroscopy laboratory,amphibole,smaragdite
28,c:\2020\ecospeclib\mineral.silicate.inosilicate.coarse.vswir.in-5a.jpl.perkin.spectrum.txt, in-5a,Perk,FALSE,z, inosilicate,"ca_2(mg,fe^2+)_5si_8o_22(oh)_2", jpl,amphibole,tremolite
29,c:\2020\ecospeclib\mineral.silicate.inosilicate.medium.vswir.in-5a.jpl.perkin.spectrum.txt, in-5a,Perk,FALSE,z, inosilicate,"ca_2(mg,fe^2+)_5si_8o_22(oh)_2", jpl,amphibole,tremolite
30,Uralite_HS345.1B_ASDFRb_AREF.txt," hs345.1b, hs345.2b, hs345.3b, hs345.4b, hs345.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe2+)5(Si8O22)(OH,F)2", usgs denver spectroscopy laboratory,amphibole,uralite
31,Uralite_HS345.2B_ASDFRb_AREF.txt," hs345.1b, hs345.2b, hs345.3b, hs345.4b, hs345.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe2+)5(Si8O22)(OH,F)2", usgs denver spectroscopy laboratory,amphibole,uralite
32,Uralite_HS345.3B_ASDFRb_AREF.txt," hs345.1b, hs345.2b, hs345.3b, hs345.4b, hs345.6",ASDFR,FALSE,b, inosilicate," Ca2(Mg,Fe2+)5(Si8O22)(OH,F)2", usgs denver spectroscopy laboratory,amphibole,uralite
